ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT	STRUCTURE
1563	ShipiboKonibo	species of fish (Pimelididae)	βoɨ	βoɨ	β o ɨ	None	3	β o ɨ -	C V V
1343	Chakobo	species of frog	ˈβɨʂko	ˈβɨʂko	β ɨ ʂ k o	None	499	β ɨ ʂ k o - - -	C V C C V
1342	Kapanawa	species of frog	βɨʂko	βɨʂko	β ɨ ʂ k o	None	499	β ɨ ʂ k o - - -	C V C C V
1347	Marinawa	species of frog	ɸɨʂko	ɸɨʂko	ɸ ɨ ʂ k o	None	499	ɸ ɨ ʂ k o - - -	C V C C V
1348	Matis	species of frog	boʂkekid	boʂkekid	b o ʂ k e k i d	None	499	b o ʂ k e k i d	C V C C V C V C
1349	Mayoruna	species of frog	boʂ	boʂ	b o ʂ	None	499	b o ʂ - - - - -	C V C
1340	Proto-Panoan	species of frog	βɨʂko	βɨʂko	β ɨ ʂ k o	None	499	β ɨ ʂ k o - - -	C V C C V
1344	Sharanawa	species of frog	ɸɨʂko	ɸɨʂko	ɸ ɨ ʂ k o	None	499	ɸ ɨ ʂ k o - - -	C V C C V
1341	ShipiboKonibo	species of frog	βɨʂko	βɨʂko	β ɨ ʂ k o	None	499	β ɨ ʂ k o - - -	C V C C V
6652	Amawaka	species of frog	towa_I	towa_I	t o w a	None	407	t o w a	C V C V
6649	Kakataibo	species of frog	toa	toa	t o a	None	407	t o a -	C V V
6651	Kapanawa	species of frog	toa	toa	t o a	None	407	t o a -	C V V
6653	Kaxinawa	species of frog	tua	tua	t u a	None	407	t u a -	C V V
6654	Marinawa	species of frog	toa	toa	t o a	None	407	t o a -	C V V
6648	Proto-Panoan	species of frog	toa	toa	t o a	None	407	t o a -	C V V
6650	ShipiboKonibo	species of frog	toa	toa	t o a	None	407	t o a -	C V V
2909	Amawaka	species of funghi	kono_I	kono_I	k o n o	None	109	k o n o -	C V C V
2906	Chakobo	species of funghi	kono	kono	k o n o	None	109	k o n o -	C V C V
2902	Kakataibo	species of funghi	kunu	kunu	k u n u	None	109	k u n u -	C V C V
2905	Kapanawa	species of funghi	kono	kono	k o n o	None	109	k o n o -	C V C V
2910	Kaxinawa	species of funghi	kunu	kunu	k u n u	None	109	k u n u -	C V C V
2911	Marinawa	species of funghi	konoa	konoa	k o n o a	None	109	k o n o a	C V C V V
2901	Proto-Panoan	species of funghi	ko[n]o	ko[n]o	k o rⁿ o	None	109	k o rⁿ o -	C V C V
2907	Sharanawa	species of funghi	kono	kono	k o n o	None	109	k o n o -	C V C V
2904	ShipiboKonibo	species of funghi	kono	kono	k o n o	None	109	k o n o -	C V C V
3325	Amawaka	species of gourd	mãsɨ̃	mãsɨ̃	m a s ɨ ~	None	143	m a s ɨ ~	C V C V 0
3319	Kakataibo	species of gourd	masɨ̃	masɨ̃	m a s ɨ ~	None	143	m a s ɨ ~	C V C V 0
3321	Kapanawa	species of gourd	maʂɨn	maʂɨn	m a ʂ ɨ n	None	143	m a ʂ ɨ n	C V C V C
3326	Marinawa	species of gourd	máʂɨ	máʂɨ	m a ʂ ɨ	None	143	m a ʂ ɨ -	C V C V
3322	Marubo	species of gourd	mãˈsɨ̃	mãˈsɨ̃	m a s ɨ ~	None	143	m a s ɨ ~	C V C V 0
3327	Matis	species of gourd	masɨn	masɨn	m a s ɨ n	None	143	m a s ɨ n	C V C V C
3318	Proto-Panoan	species of gourd	masɨ[n]	masɨ[n]	m a s ɨ rⁿ	None	143	m a s ɨ rⁿ	C V C V C
3323	Sharanawa	species of gourd	masɨ	masɨ	m a s ɨ	None	143	m a s ɨ -	C V C V
3320	ShipiboKonibo	species of gourd	masɨ̃	masɨ̃	m a s ɨ ~	None	143	m a s ɨ ~	C V C V 0
5782	Amawaka	species of gourd	xatã	xatã	x a t a ɨ́	None	339	x a t a ɨ́	C V C V V
5777	Chakobo	species of gourd	ʂaˈta	ʂaˈta	ʂ a t a	None	339	ʂ a t a -	C V C V
5776	Kapanawa	species of gourd	ʂatan	ʂatan	ʂ a t a n	None	339	ʂ a t a n	C V C V C
5783	Marinawa	species of gourd	ʂáta	ʂáta	ʂ a t a	None	339	ʂ a t a -	C V C V
5773	Proto-Panoan	species of gourd	ʂata[n]	ʂata[n]	ʂ a t a rⁿ	None	339	ʂ a t a rⁿ	C V C V C
5780	Sharanawa	species of gourd	ʂata	ʂata	ʂ a t a	None	339	ʂ a t a -	C V C V
5774	ShipiboKonibo	species of gourd	ʂatán	ʂatán	ʂ a t a n	None	339	ʂ a t a n	C V C V C
5784	Yawanawa	species of gourd	ʂata	ʂata	ʂ a t a	None	339	ʂ a t a -	C V C V
6555	Amawaka	species of hawk	tɨtɨɨ_I	tɨtɨɨ_I	t ɨ t ɨ ɨ	None	399	t ɨ t ɨ ɨ -	C V C V V
6550	Chakobo	species of hawk	tɨtɨ́ṕa	tɨtɨ́ṕa	t ɨ t ɨ p a	None	399	t ɨ t ɨ p a	C V C V C V
6546	Kakataibo	species of hawk	tɨtɨ́́	tɨtɨ́́	t ɨ t ɨ	None	399	t ɨ t ɨ - -	C V C V
6548	Kapanawa	species of hawk	tɨtɨ́	tɨtɨ́	t ɨ t ɨ	None	399	t ɨ t ɨ - -	C V C V
6554	Katukina	species of hawk	tɨtɨ	tɨtɨ	t ɨ t ɨ	None	399	t ɨ t ɨ - -	C V C V
6556	Kaxinawa	species of hawk	tɨtɨ	tɨtɨ	t ɨ t ɨ	None	399	t ɨ t ɨ - -	C V C V
6557	Marinawa	species of hawk	tɨ́t́_ɨ́́	tɨ́t́_ɨ́́	t ɨ t ɨ	None	399	t ɨ t ɨ - -	C V C V
6549	Marubo	species of hawk	tɨtɨ	tɨtɨ	t ɨ t ɨ	None	399	t ɨ t ɨ - -	C V C V
6545	Proto-Panoan	species of hawk	tɨtɨC	tɨtɨC	t ɨ t ɨ n	None	399	t ɨ t ɨ n -	C V C V C
6553	Shanenawa	species of hawk	tɨtɨ	tɨtɨ	t ɨ t ɨ	None	399	t ɨ t ɨ - -	C V C V
6551	Sharanawa	species of hawk	tɨtɨn	tɨtɨn	t ɨ t ɨ n	None	399	t ɨ t ɨ n -	C V C V C
6547	ShipiboKonibo	species of hawk	tɨtɨ́́	tɨtɨ́́	t ɨ t ɨ	None	399	t ɨ t ɨ - -	C V C V
738	Amawaka	species of heron	haka	haka	h a k a	None	381	h a k a - - -	C V C V
735	Chakobo	species of heron	ˈhaka	ˈhaka	h a k a	None	381	h a k a - - -	C V C V
732	Kakataibo	species of heron	aka	aka	a k a	None	381	a k a - - - -	V C V
734	Kapanawa	species of heron	haka	haka	h a k a	None	381	h a k a - - -	C V C V
739	Kaxinawa	species of heron	haka	haka	h a k a	None	381	h a k a - - -	C V C V
740	Marinawa	species of heron	ákápórá	ákápórá	a k a p o r a	None	381	a k a p o r a	V C V C V C V
741	Matis	species of heron	aˈka	aˈka	a k a	None	381	a k a - - - -	V C V
742	Mayoruna	species of heron	aˈka	aˈka	a k a	None	381	a k a - - - -	V C V
731	Proto-Panoan	species of heron	haka	haka	h a k a	None	381	h a k a - - -	C V C V
736	Sharanawa	species of heron	akapora	akapora	a k a p o r a	None	381	a k a p o r a	V C V C V C V
733	ShipiboKonibo	species of heron	haka	haka	h a k a	None	381	h a k a - - -	C V C V
1422	Amawaka	species of heron	witʃo_I	witʃo_I	w i tʃ o	None	505	w i tʃ o	C V C V
1418	Kakataibo	species of heron	βitʃo	βitʃo	β i tʃ o	None	505	β i tʃ o	C V C V
1423	Kaxinawa	species of heron	bitʃu	bitʃu	b i tʃ u	None	505	b i tʃ u	C V C V
1424	Marinawa	species of heron	ɸitʃo	ɸitʃo	ɸ i tʃ o	None	505	ɸ i tʃ o	C V C V
1417	Proto-Panoan	species of heron	βitʃo	βitʃo	β i tʃ o	None	505	β i tʃ o	C V C V
1421	Shanenawa	species of heron	fitʃu	fitʃu	f i tʃ u	None	505	f i tʃ u	C V C V
1419	Sharanawa	species of heron	ɸitʃo	ɸitʃo	ɸ i tʃ o	None	505	ɸ i tʃ o	C V C V
1425	Yawanawa	species of heron	βitʃu	βitʃu	β i tʃ u	None	505	β i tʃ u	C V C V
367	Amawaka	species of jaguar	ʔinó	ʔinó	ʔ i n o	None	127	ʔ i n o - - -	C V C V
357	Kakataibo	species of jaguar	ʔino	ʔino	ʔ i n o	None	127	ʔ i n o - - -	C V C V
359	Kapanawa	species of jaguar	ʔino	ʔino	ʔ i n o	None	127	ʔ i n o - - -	C V C V
370	Kaxinawa	species of jaguar	inu	inu	i n u	None	127	i n u - - - -	V C V
360	Marubo	species of jaguar	ino	ino	i n o	None	127	i n o - - - -	V C V
356	Proto-Panoan	species of jaguar	ʔi[n]o	ʔi[n]o	ʔ i rⁿ o	None	127	ʔ i rⁿ o - - -	C V C V
366	Shanenawa	species of jaguar	inu	inu	i n u	None	127	i n u - - - -	V C V
364	Sharanawa	species of jaguar	ino	ino	i n o	None	127	i n o - - - -	V C V
358	ShipiboKonibo	species of jaguar	ʔino	ʔino	ʔ i n o	None	127	ʔ i n o - - -	C V C V
362	Yaminawa	species of jaguar	ino_ɸãɸi	ino_ɸãɸi	i n o ɸ ã ɸ i	None	127	i n o ɸ ã ɸ i	V C V C V C V
2444	Amawaka	species of jaguar	kámã	kámã	k a m a ~	None	73	k a m a ~ - - - -	C V C V 0
2436	Chakobo	species of jaguar	kaˈmano	kaˈmano	k a m a n o	None	73	k a m a n o - - -	C V C V C V
2434	Kapanawa	species of jaguar	kaman_ʔino	kaman_ʔino	k a m a n ʔ i n o	None	73	k a m a n ʔ i n o	C V C V C C V C V
2443	Katukina	species of jaguar	kaˈman	kaˈman	k a m a n	None	73	k a m a n - - - -	C V C V C
2439	Kaxarari	species of jaguar	kamaˈlu	kamaˈlu	k a m a l u	None	73	k a m a l u - - -	C V C V C V
2451	Korubo	species of jaguar	kamun	kamun	k a m u n	None	73	k a m u n - - - -	C V C V C
2452	Matis	species of jaguar	kamun	kamun	k a m u n	None	73	k a m u n - - - -	C V C V C
2453	Mayoruna	species of jaguar	ka.ˈmun	ka.ˈmun	k a m u n	None	73	k a m u n - - - -	C V C V C
2450	Poyanawa	species of jaguar	kãma	kãma	k a m a	None	73	k a m a - - - - -	C V C V
2431	Proto-Panoan	species of jaguar	kamar	kamar	k a m a r	None	73	k a m a r - - - -	C V C V C
2442	Shanenawa	species of jaguar	kaman	kaman	k a m a n	None	73	k a m a n - - - -	C V C V C
2440	Sharanawa	species of jaguar	kaman	kaman	k a m a n	None	73	k a m a n - - - -	C V C V C
2433	ShipiboKonibo	species of jaguar	kamã́	kamã́	k a m a ~	None	73	k a m a ~ - - - -	C V C V 0
2449	Yawanawa	species of jaguar	kaman	kaman	k a m a n	None	73	k a m a n - - - -	C V C V C
6135	Amawaka	species of large tucan	xokɨ	xokɨ	x o k ɨ	II	366	x o k ɨ	C V C V
6128	Chakobo	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V
6124	Kakataibo	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V
6126	Kapanawa	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V
6133	Katukina	species of large tucan	ʂukɨ	ʂukɨ	ʂ u k ɨ	None	366	ʂ u k ɨ	C V C V
6129	Kaxarari	species of large tucan	ʂukɨ	ʂukɨ	ʂ u k ɨ	None	366	ʂ u k ɨ	C V C V
6136	Kaxinawa	species of large tucan	ʂukɨ	ʂukɨ	ʂ u k ɨ	None	366	ʂ u k ɨ	C V C V
6137	Marinawa	species of large tucan	ʂókɨ	ʂókɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V
6127	Marubo	species of large tucan	ˈʃukɨ	ˈʃukɨ	ʃ u k ɨ	None	366	ʃ u k ɨ	C V C V
6134	Poyanawa	species of large tucan	hukɨ	hukɨ	h u k ɨ	None	366	h u k ɨ	C V C V
6123	Proto-Panoan	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V
6132	Shanenawa	species of large tucan	ʂɨkɨ	ʂɨkɨ	ʂ ɨ k ɨ	None	366	ʂ ɨ k ɨ	C V C V
6130	Sharanawa	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V
6125	ShipiboKonibo	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V
6138	Yawanawa	species of large tucan	ʂukɨ	ʂukɨ	ʂ u k ɨ	None	366	ʂ u k ɨ	C V C V
5862	Amawaka	species of lizard	xɨkɨɨ_I	xɨkɨɨ_I	x ɨ k ɨ ɨ	None	346	x ɨ k ɨ ɨ - - - - - - - - -	C V C V V
5858	Chakobo	species of lizard	ʂɨˈkɨ	ʂɨˈkɨ	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ - - - - - - - - - -	C V C V
5855	Kakataibo	species of lizard	ʂɨkɨ́́	ʂɨkɨ́́	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ - - - - - - - - - -	C V C V
5857	Kapanawa	species of lizard	ʂɨkɨ́́	ʂɨkɨ́́	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ - - - - - - - - - -	C V C V
5863	Kaxinawa	species of lizard	sɨkɨ	sɨkɨ	s ɨ k ɨ	None	346	s ɨ k ɨ - - - - - - - - - -	C V C V
5864	Marinawa	species of lizard	ʂɨ́́kɨ	ʂɨ́́kɨ	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ - - - - - - - - - -	C V C V
5865	Matis	species of lizard	ʂɨkɨd_kapɨd_wasa	ʂɨkɨd_kapɨd_wasa	ʂ ɨ k ɨ d k a p ɨ d w a s a	None	346	ʂ ɨ k ɨ d k a p ɨ d w a s a	C V C V C C V C V C C V C V
5866	Mayoruna	species of lizard	ʂɨˈkɨd	ʂɨˈkɨd	ʂ ɨ k ɨ d	None	346	ʂ ɨ k ɨ d - - - - - - - - -	C V C V C
5854	Proto-Panoan	species of lizard	ʂɨkɨCc	ʂɨkɨCc	ʂ ɨ k ɨ tʳ	None	346	ʂ ɨ k ɨ tʳ - - - - - - - - -	C V C V C
5856	ShipiboKonibo	species of lizard	ʂɨkɨ́́	ʂɨkɨ́́	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ - - - - - - - - - -	C V C V
5860	Yaminawa	species of lizard	ʂɨkɨ	ʂɨkɨ	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ - - - - - - - - - -	C V C V
5791	Kaxarari	species of macaw	ʃawaˈlɨ	ʃawaˈlɨ	ʃ a w a l ɨ	None	340	ʃ a w a l ɨ	C V C V C V
1813	Amawaka	species of mollusc	tʃanpíʃ	tʃanpíʃ	tʃ a n p i ʃ	None	25	tʃ a n p i ʃ	C V C C V C
1810	Kakataibo	species of mollusc	tʃãpíʃ	tʃãpíʃ	tʃ a ~ p i ʃ	None	25	tʃ a ~ p i ʃ	C V 0 C V C
1814	Kaxinawa	species of mollusc	tʃãpiʃ	tʃãpiʃ	tʃ a ~ p i ʃ	None	25	tʃ a ~ p i ʃ	C V 0 C V C
1809	Proto-Panoan	species of mollusc	tʃãpiʃ	tʃãpiʃ	tʃ a ~ p i ʃ	None	25	tʃ a ~ p i ʃ	C V 0 C V C
1815	Yawanawa	species of mollusc	tʃapiʃi	tʃapiʃi	tʃ a p i ʃ i	None	25	tʃ a p i ʃ i	C V C V C V
3667	Amawaka	species of monkey	nãʔi	nãʔi	n a ~ ʔ i	II	174	n a ~ ʔ i	C V 0 C V
3663	Kapanawa	species of monkey	naʔín	naʔín	n a ʔ i n	None	174	n a ʔ i n	C V C V C
3666	Katukina	species of monkey	nain	nain	n a i n	None	174	n a i n -	C V V C
3665	Kaxarari	species of monkey	naˈli	naˈli	n a l i	None	174	n a l i -	C V C V
3668	Kaxinawa	species of monkey	nãi	nãi	n a ~ i	None	174	n a ~ i -	C V 0 V
3669	Marinawa	species of monkey	nãi	nãi	n a ~ i	None	174	n a ~ i -	C V 0 V
3664	Marubo	species of monkey	[ˈnaj̃]	[ˈnaj̃]	n a ~ i	None	174	n a ~ i -	C V 0 V
3670	Mayoruna	species of monkey	ˈnay	ˈnay	n a i	None	174	n a i - -	C V V
3661	Proto-Panoan	species of monkey	naʔir	naʔir	n a ʔ i r	None	174	n a ʔ i r	C V C V C
3662	ShipiboKonibo	species of monkey	nai	nai	n a i	None	174	n a i - -	C V V
5339	Amawaka	species of monkey	riro	riro	r i r o	II	302	r i r o	C V C V
5335	Chakobo	species of monkey	ˈriro	ˈriro	r i r o	None	302	r i r o	C V C V
5332	Kakataibo	species of monkey	riri	riri	r i r i	None	302	r i r i	C V C V
5334	Kapanawa	species of monkey	riro	riro	r i r o	None	302	r i r o	C V C V
5340	Kaxinawa	species of monkey	nidu	nidu	n i d u	None	302	n i d u	C V C V
5341	Marinawa	species of monkey	ríró	ríró	r i r o	None	302	r i r o	C V C V
5343	Mayoruna	species of monkey	dide	dide	d i d e	None	302	d i d e	C V C V
5331	Proto-Panoan	species of monkey	ɽiɽo	ɽiɽo	ɽ i ɽ o	None	302	ɽ i ɽ o	C V C V
5337	Sharanawa	species of monkey	riro	riro	r i r o	None	302	r i r o	C V C V
5333	ShipiboKonibo	species of monkey	riro	riro	r i r o	None	302	r i r o	C V C V
5336	Yaminawa	species of monkey	riro	riro	r i r o	None	302	r i r o	C V C V
5342	Yawanawa	species of monkey	riru	riru	r i r u	None	302	r i r u	C V C V
5588	Amawaka	species of monkey	ʃinó_I	ʃinó_I	ʃ i n o	None	323	ʃ i n o -	C V C V
5580	Chakobo	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o -	C V C V
5582	Chaninawa	species of monkey	ʃido	ʃido	ʃ i d o	None	323	ʃ i d o -	C V C V
5578	Kapanawa	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o -	C V C V
5586	Katukina	species of monkey	ʃĩˈoʔ	ʃĩˈoʔ	ʃ i ~ o ʔ	None	323	ʃ i ~ o ʔ	C V 0 V C
5581	Kaxarari	species of monkey	ʃiluˈa	ʃiluˈa	ʃ i l u a	None	323	ʃ i l u a	C V C V V
5589	Kaxinawa	species of monkey	ʃinu	ʃinu	ʃ i n u	None	323	ʃ i n u -	C V C V
5590	Marinawa	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o -	C V C V
5579	Marubo	species of monkey	ʂino	ʂino	ʂ i n o	None	323	ʂ i n o -	C V C V
5587	Poyanawa	species of monkey	ʃĩdu	ʃĩdu	ʃ i ~.d u	None	323	ʃ i ~.d u -	C V 0 V
5576	Proto-Panoan	species of monkey	ʃiro	ʃiro	ʃ i r o	None	323	ʃ i r o -	C V C V
5585	Shanenawa	species of monkey	ʂinu	ʂinu	ʂ i n u	None	323	ʂ i n u -	C V C V
5583	Sharanawa	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o -	C V C V
5577	ShipiboKonibo	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o -	C V C V
5591	Yawanawa	species of monkey	ʃinu	ʃinu	ʃ i n u	None	323	ʃ i n u -	C V C V
5618	Matis	species of monkey	sipi	sipi	s i p i	None	326	s i p i	C V C V
6753	Amawaka	species of monkey	wasa_I	wasa_I	w a s a	None	417	w a s a	C V C V
6750	Chakobo	species of monkey	wasa	wasa	w a s a	None	417	w a s a	C V C V
6747	Kakataibo	species of monkey	βasa	βasa	β a s a	None	417	β a s a	C V C V
6749	Kapanawa	species of monkey	wasa	wasa	w a s a	None	417	w a s a	C V C V
6754	Kaxinawa	species of monkey	basa	basa	b a s a	None	417	b a s a	C V C V
6755	Marinawa	species of monkey	ɸasa	ɸasa	ɸ a s a	None	417	ɸ a s a	C V C V
6746	Proto-Panoan	species of monkey	wasa	wasa	w a s a	None	417	w a s a	C V C V
6751	Sharanawa	species of monkey	ɸasa	ɸasa	ɸ a s a	None	417	ɸ a s a	C V C V
6748	ShipiboKonibo	species of monkey	wasa	wasa	w a s a	None	417	w a s a	C V C V
6756	Yawanawa	species of monkey	wasa	wasa	w a s a	None	417	w a s a	C V C V
3699	Amawaka	species of mosquito	naká_I	naká_I	n a k a	None	176	n a k a	C V C V
3696	Chakobo	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V
3692	Kakataibo	species of mosquito	nakwa	nakwa	n a kʷ a	None	176	n a kʷ a	C V C V
3694	Kapanawa	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V
3700	Kaxinawa	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V
3701	Marinawa	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V
3695	Marubo	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V
3691	Proto-Panoan	species of mosquito	[n]akwa	[n]akwa	rⁿ a kʷ a	None	176	rⁿ a kʷ a	C V C V
3697	Sharanawa	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V
3693	ShipiboKonibo	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V
1659	Amawaka	species of otter	wõsĩ	wõsĩ	w o s i ~	II	10	w o s i ~ - - -	C V C V 0
1652	Kakataibo	species of otter	βõsime	βõsime	β o s i m e	None	10	β o s i m e - -	C V C V C V
1654	Kapanawa	species of otter	hɨnɨ_βosi	hɨnɨ_βosi	h ɨ n ɨ β o s i	None	10	h ɨ n ɨ β o s i	C V C V C V C V
1660	Marinawa	species of otter	ɸósĩ	ɸósĩ	ɸ o s i ~	None	10	ɸ o s i ~ - - -	C V C V 0
1661	Matis	species of otter	bonsen	bonsen	b o n s e n	None	10	b o n s e n - -	C V C C V C
1662	Mayoruna	species of otter	bosen	bosen	b o s e n	None	10	b o s e n - - -	C V C V C
1658	Poyanawa	species of otter	βũsĩ	βũsĩ	β u s i ~	None	10	β u s i ~ - - -	C V C V 0
1651	Proto-Panoan	species of otter	βõsi[m]	βõsi[m]	β o s i m	None	10	β o s i m - - -	C V C V C
1657	Shanenawa	species of otter	fuˈsiʔ	fuˈsiʔ	f u s i ʔ	None	10	f u s i ʔ - - -	C V C V C
1655	Sharanawa	species of otter	ɸosi	ɸosi	ɸ o s i	None	10	ɸ o s i - - - -	C V C V
1653	ShipiboKonibo	species of otter	βõsĩ	βõsĩ	β o s i ~	None	10	β o s i ~ - - -	C V C V 0
1977	Kaxinawa	species of otter	hɨnɨ_inu	hɨnɨ_inu	h ɨ n ɨ i n u	None	38	h ɨ n ɨ i n u - -	C V C V V C V
4939	Amawaka	species of owl	popó_I	popó_I	p o p o	None	274	p o p o	C V C V
4934	Chakobo	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V
4930	Kakataibo	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V
4932	Kapanawa	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V
4938	Katukina	species of owl	pupu	pupu	p u p u	None	274	p u p u	C V C V
4935	Kaxarari	species of owl	ˈpupu	ˈpupu	p u p u	None	274	p u p u	C V C V
4940	Kaxinawa	species of owl	pupu	pupu	p u p u	None	274	p u p u	C V C V
4943	Korubo	species of owl	pupu	pupu	p u p u	None	274	p u p u	C V C V
4941	Marinawa	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V
4933	Marubo	species of owl	pupu	pupu	p u p u	None	274	p u p u	C V C V
4944	Matis	species of owl	pupu	pupu	p u p u	None	274	p u p u	C V C V
4945	Mayoruna	species of owl	pupu	pupu	p u p u	None	274	p u p u	C V C V
4929	Proto-Panoan	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V
4936	Sharanawa	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V
4931	ShipiboKonibo	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V
4942	Yawanawa	species of owl	puˈpu	puˈpu	p u p u	None	274	p u p u	C V C V
1538	Kakataibo	species of palm	βuɾɨ	βuɾɨ	β u ɾ ɨ	None	515	β u ɾ ɨ - -	C V C V
1541	Kapanawa	species of palm	βoʔɾɨ́	βoʔɾɨ́	β o ʔ ɾ ɨ	None	515	β o ʔ ɾ ɨ -	C V C C V
1545	Kaxinawa	species of palm	budɨ	budɨ	b u d ɨ	None	515	b u d ɨ - -	C V C V
1547	Korubo	species of palm	βoɬɨt	βoɬɨt	β o ɬ ɨ t	None	515	β o ɬ ɨ t -	C V C V C
1546	Marinawa	species of palm	ɸóɾɨ̃	ɸóɾɨ̃	ɸ o ɾ ɨ ~	None	515	ɸ o ɾ ɨ ~ -	C V C V 0
1548	Mayoruna	species of palm	buˈɾɨd	buˈɾɨd	b u ɾ ɨ d	None	515	b u ɾ ɨ d -	C V C V C
1537	Proto-Panoan	species of palm	βoʔɽɨ[t]	βoʔɽɨ[t]	β o ʔ ɽ ɨ t	None	515	β o ʔ ɽ ɨ t	C V C C V C
1544	Shanenawa	species of palm	ɸuɾɨ	ɸuɾɨ	ɸ u ɾ ɨ	None	515	ɸ u ɾ ɨ - -	C V C V
1542	Sharanawa	species of palm	ɸoɾɨ	ɸoɾɨ	ɸ o ɾ ɨ	None	515	ɸ o ɾ ɨ - -	C V C V
1540	ShipiboKonibo	species of palm	βorɨ́	βorɨ́	β o r ɨ	None	515	β o r ɨ - -	C V C V
2004	Amawaka	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	II	40	h ɨ p ɨ - - -	C V C V
2001	Chakobo	species of palm	hɨpɨ-itsa	hɨpɨ-itsa	h ɨ p ɨ i ts a	None	40	h ɨ p ɨ i ts a	C V C V V C V
1997	Kakataibo	species of palm	ɨpɨ	ɨpɨ	ɨ p ɨ	None	40	ɨ p ɨ - - - -	V C V
1999	Kapanawa	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ - - -	C V C V
2003	Katukina	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ - - -	C V C V
2005	Kaxinawa	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ - - -	C V C V
2006	Marinawa	species of palm	ɨpɨ	ɨpɨ	ɨ p ɨ	None	40	ɨ p ɨ - - - -	V C V
2000	Marubo	species of palm	ɨpɨ	ɨpɨ	ɨ p ɨ	None	40	ɨ p ɨ - - - -	V C V
1996	Proto-Panoan	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ - - -	C V C V
1998	ShipiboKonibo	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ - - -	C V C V
2002	Yaminawa	species of palm	ɨpɨ	ɨpɨ	ɨ p ɨ	None	40	ɨ p ɨ - - - -	V C V
4067	Kakataibo	species of palm	nisi	nisi	n i s i	None	205	n i s i	C V C V
5849	Amawaka	species of palm	xɨwõ	xɨwõ	x ɨ w o ~	None	345	x ɨ w o ~	C V C V 0
5844	Kakataibo	species of palm	ʂɨβin	ʂɨβin	ʂ ɨ β i n	None	345	ʂ ɨ β i n	C V C V C
5846	Kapanawa	species of palm	ʂɨβón	ʂɨβón	ʂ ɨ β o n	None	345	ʂ ɨ β o n	C V C V C
5850	Kaxinawa	species of palm	ʂibu	ʂibu	ʂ i b u	None	345	ʂ i b u -	C V C V
5851	Marinawa	species of palm	ʂɨ́́ɸõ	ʂɨ́́ɸõ	ʂ ɨ ɸ o ~	None	345	ʂ ɨ ɸ o ~	C V C V 0
5853	Mayoruna	species of palm	ʂɨˈbin	ʂɨˈbin	ʂ ɨ b i n	None	345	ʂ ɨ b i n	C V C V C
