ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT	QUINTILES
1401	NorthernPao	many, much	Ɂa³¹ ̈	Ɂa³¹̈	ʔ a ɦ ³¹		2230	ʔ a ɦ ³¹	ʔ a ɦ ³¹
1689	NorthernPwo	many, much	Ɂa³³	Ɂa³³	ʔ a ³³		2230	ʔ a - ³³	ʔ a ³³
1981	NorthernSgaw	many, much	Ɂa³³	Ɂa³³	ʔ a ³³		2230	ʔ a - ³³	ʔ a ³³
2266	SouthernPao	many, much	Ɂa³¹ ̈	Ɂa³¹̈	ʔ a ɦ ³¹		2230	ʔ a ɦ ³¹	ʔ a ɦ ³¹
2550	SouthernPwo	many, much	Ɂa⁵⁵	Ɂa⁵⁵	ʔ a ⁵⁵		2230	ʔ a - ⁵⁵	ʔ a ⁵⁵
2850	SouthernSgaw	many, much	Ɂa⁵⁵	Ɂa⁵⁵	ʔ a ⁵⁵		2230	ʔ a - ⁵⁵	ʔ a ⁵⁵
3116	WesternBwe	many, much	ɔ³³ɛ³³	ɔ³³ɛ³³	ɔ ³³ + ɛ ³³		2232 2230	ɔ ³³ + - ɛ - ³³	ɔ ³³ + ɛ ³³
187	ProtoKaren	mat	*khlɔᴮ	*khlɔᴮ	kʰ l ɔ ¹¹		2243	kʰ l ɔ ¹¹	( kʰ l ɔ ¹¹ )
1402	NorthernPao	mat	khlau⁵⁵	khlau⁵⁵	kʰ l au ⁵⁵		2243	kʰ l au ⁵⁵	kʰ l au ⁵⁵
1690	NorthernPwo	mat	khlɔ³³	khlɔ³³	kʰ l ɔ ³³		2243	kʰ l ɔ ³³	kʰ l ɔ ³³
1982	NorthernSgaw	mat	khlɔ³¹῀	khlɔ³¹῀	kʰ l ɔ ³¹		2243	kʰ l ɔ ³¹	kʰ l ɔ ³¹
2267	SouthernPao	mat	khlau³³	khlau³³	kʰ l au ³³		2243	kʰ l au ³³	kʰ l au ³³
2551	SouthernPwo	mat	khlɔ⁵⁵	khlɔ⁵⁵	kʰ l ɔ ⁵⁵		2243	kʰ l ɔ ⁵⁵	kʰ l ɔ ⁵⁵
2851	SouthernSgaw	mat	khlɔ⁴⁵’	khlɔ⁴⁵’	kʰ l ɔ ⁴⁵		2243	kʰ l ɔ ⁴⁵	kʰ l ɔ ⁴⁵
3117	WesternBwe	mat	khlo³³	khlo³³	kʰ l o ³³		2243	kʰ l o ³³	kʰ l o ³³
188	ProtoKaren	milipede	*k/s-wɛjᴬ/ᴮ	*k|s-wɛjᴬ|ᴮ	k ə ⁰ + w ɛi ⁵⁵		2254 2255	k ə ⁰ + w ɛi - ⁵⁵	k|k|k|k|k ə|ə|ə|ə|ə ⁰|⁰|⁰|⁰|⁰ + ( w ɛi ⁵⁵ )
512	Kayah	milipede	si⁵⁵kɔ⁵⁵wi¹¹	si⁵⁵kɔ⁵⁵wi¹¹	s i ⁵⁵ + k ɔ ⁵⁵ + w i ¹¹		2253 2254 2255	s i - ⁵⁵ + k ɔ ⁵⁵ + w i - ¹¹	s i ⁵⁵ + k ɔ ⁵⁵ + w i ¹¹
804	Kayan	milipede	θaɁ²¹kə¹¹wi³³	θaɁ²¹kə¹¹wi³³	θ a ʔ ²¹ + k ə ¹¹ + w i ³³		2253 2254 2255	θ a ʔ ²¹ + k ə ¹¹ + w i - ³³	θ a ʔ ²¹ + k ə ¹¹ + w i ³³
1107	Kayaw	milipede	te¹¹we³³	te¹¹we³³	t e ¹¹ + w e ³³		13 2255	t e ¹¹ + w e - ³³	t e ¹¹ + w e ³³
1403	NorthernPao	milipede	cɔ⁵⁵wɛ³³	cɔ⁵⁵wɛ³³	k ɔ ⁵⁵ + w ɛ ³³		2254 2255	k ɔ ⁵⁵ + w ɛ - ³³	k ɔ ⁵⁵ + w ɛ ³³
1691	NorthernPwo	milipede	wai¹¹ ̈	wai¹¹̈	w ai ɦ ¹¹		2255	w ai ɦ ¹¹	w ai ɦ ¹¹
1983	NorthernSgaw	milipede	siɁ⁴⁵wɔ¹¹ de³³	siɁ⁴⁵wɔ¹¹_de³³	s i ʔ ⁴⁵ + w ɔ ¹¹ + d e ³³		2253 2255 12	s i ʔ ⁴⁵ + w ɔ - ¹¹ + d e ³³	s i ʔ ⁴⁵ + w ɔ ¹¹ + d e ³³
2268	SouthernPao	milipede	cɔ¹¹wɛ⁵³	cɔ¹¹wɛ⁵³	k ɔ ¹¹ + w ɛ ⁵³		2254 2255	k ɔ ¹¹ + w ɛ - ⁵³	k ɔ ¹¹ + w ɛ ⁵³
2552	SouthernPwo	milipede	wai³¹ ̈	wai³¹̈	w ai ɦ ³¹		2255	w ai ɦ ³¹	w ai ɦ ³¹
2852	SouthernSgaw	milipede	si⁵⁵wa³¹de⁵⁵	si⁵⁵wa³¹de⁵⁵	s i ⁵⁵ + w a ³¹ + d e ⁵⁵		2253 2255 12	s i - ⁵⁵ + w a - ³¹ + d e ⁵⁵	s i ⁵⁵ + w a ³¹ + d e ⁵⁵
189	ProtoKaren	mole	*(jowᴮ)wiᴬ	*wiᴬ	w i ⁵⁵		2279	w i - ⁵⁵	( w i ⁵⁵ )
513	Kayah	mole	jo¹¹wi¹¹	jo¹¹wi¹¹	j o ¹¹ + w i ¹¹		2349 2279	j o - ¹¹ + w i - ¹¹	j o ¹¹ + w i ¹¹
1108	Kayaw	mole	ju¹¹wi³³	ju¹¹wi³³	j u ¹¹ + w i ³³		2349 2279	j u - ¹¹ + w i - ³³	j u ¹¹ + w i ³³
1404	NorthernPao	mole	ju⁵³wi³³	ju⁵³wi³³	j u ⁵³ + w i ³³		2349 2279	j u - ⁵³ + w i - ³³	j u ⁵³ + w i ³³
1692	NorthernPwo	mole	wei⁵⁵	wei⁵⁵	w ei ⁵⁵		2279	w ei - ⁵⁵	w ei ⁵⁵
1984	NorthernSgaw	mole	wi³³	wi³³	w i ³³		2279	w i - ³³	w i ³³
2269	SouthernPao	mole	ju⁵⁵wi⁵³	ju⁵⁵wi⁵³	j u ⁵⁵ + w i ⁵³		2349 2279	j u - ⁵⁵ + w i - ⁵³	j u ⁵⁵ + w i ⁵³
2553	SouthernPwo	mole	wei³¹ ̈	wei³¹̈	w ei ɦ ³¹		2279	w ei ɦ ³¹	w ei ɦ ³¹
2853	SouthernSgaw	mole	wi³³	wi³³	w i ³³		2279	w i - ³³	w i ³³
3118	WesternBwe	mole	wi³³	wi³³	w i ³³		2279	w i - ³³	w i ³³
190	ProtoKaren	money	*hrunᴬ	*hrunᴬ	r̥ u n ⁵⁵		2294	r̥ - u n - ⁵⁵	r̥|r̥|r̥|r̥|r -|-|-|-|- u|u|u|u|u n|n|n|ɴ|ɴ -|-|-|-|- ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
514	Kayah	money	rɨ³³	rɨ³³	r ɨ ³³		2294	r - ɨ - - ³³	r ɨ ³³
805	Kayan	money	rwaŋ⁵³	rwaŋ⁵³	r w a ŋ ⁵³		2294	r w a ŋ - ⁵³	r w a ŋ ⁵³
1109	Kayaw	money	ru⁵⁵	ru⁵⁵	r u ⁵⁵		2294	r - u - - ⁵⁵	r u ⁵⁵
1405	NorthernPao	money	rən³¹ ̈	rən³¹̈	r ə ŋ ɦ ³¹		2294	r - ə ŋ ɦ ³¹	r ə ŋ ɦ ³¹
2270	SouthernPao	money	ruə̯ n³¹ ̈	ruə̯n³¹̈	r w ə n ³¹		2294	r w ə n - ³¹	r w ə n ³¹
3119	WesternBwe	money	hʊ⁵⁵	hʊ⁵⁵	h ʊ ⁵⁵		2295	h ʊ ⁵⁵	h ʊ ⁵⁵
191	ProtoKaren	monitor lizard (land~)	*khwoɁᴰ	*khwoɁᴰ	kʰ o ʔ̚ ⁵¹		2302	kʰ o ʔ̚ ⁵¹	( kʰ o ʔ̚ ⁵¹ )
515	Kayah	monitor lizard (land~)	khwɔ⁵⁵	khwɔ⁵⁵	kʰ ɔ ⁵⁵		2302	kʰ ɔ - ⁵⁵	kʰ ɔ ⁵⁵
806	Kayan	monitor lizard (land~)	re³³khɔɁ⁴⁵	re³³khɔɁ⁴⁵	r e ³³ + kʰ ɔ ʔ ⁴⁵		2303 2302	r e ³³ + kʰ ɔ ʔ ⁴⁵	r e ³³ + kʰ ɔ ʔ ⁴⁵
1693	NorthernPwo	monitor lizard (land~)	khauɁ⁴⁵	khauɁ⁴⁵	kʰ au ʔ ⁴⁵		2302	kʰ au ʔ ⁴⁵	kʰ au ʔ ⁴⁵
1985	NorthernSgaw	monitor lizard (land~)	khuɁ⁴⁵	khuɁ⁴⁵	kʰ u ʔ ⁴⁵		2302	kʰ u ʔ ⁴⁵	kʰ u ʔ ⁴⁵
2554	SouthernPwo	monitor lizard (land~)	khɔuɁ³¹	khɔuɁ³¹	kʰ ɔu ʔ ³¹		2302	kʰ ɔu ʔ ³¹	kʰ ɔu ʔ ³¹
2854	SouthernSgaw	monitor lizard (land~)	khɔuɁ²¹	khɔuɁ²¹	kʰ ɔu ʔ ²¹		2302	kʰ ɔu ʔ ²¹	kʰ ɔu ʔ ²¹
192	ProtoKaren	monitor lizard (water~)	*treᴬ	*treᴬ	t r e ⁵⁵		2311	t r e ⁵⁵	t|t|t|t|- r|r|r|r|r e|e|e|e|e ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
516	Kayah	monitor lizard (water~)	re³³	re³³	r e ³³		2311	- r e ³³	r e ³³
1110	Kayaw	monitor lizard (water~)	tre⁵⁵~te⁵⁵re⁵⁵	tre⁵⁵	t r e ⁵⁵		2311	t r e ⁵⁵	t r e ⁵⁵
1986	NorthernSgaw	monitor lizard (water~)	kreɁ⁴⁵	kreɁ⁴⁵	k r e ʔ ⁴⁵		2312	k r e ʔ ⁴⁵	k r e ʔ ⁴⁵
2555	SouthernPwo	monitor lizard (water~)	ɣei³¹ ̈	ɣei³¹̈	ɣ e̤i ³¹		2311	- ɣ e̤i ³¹	ɣ e̤i ³¹
2855	SouthernSgaw	monitor lizard (water~)	re⁵⁵	re⁵⁵	r e ⁵⁵		2311	- r e ⁵⁵	r e ⁵⁵
3120	WesternBwe	monitor lizard (water~)	tre⁵⁵	tre⁵⁵	t r e ⁵⁵		2311	t r e ⁵⁵	t r e ⁵⁵
193	ProtoKaren	monkey	*joɁᴰ	*joɁᴰ	j o ʔ̚ ⁵¹		2320	j o ʔ̚ ⁵¹	( j o ʔ̚ ⁵¹ )
517	Kayah	monkey	jɔ³³	jɔ³³	j ɔ ³³		2320	j ɔ - ³³	j ɔ ³³
807	Kayan	monkey	jɔɁ²¹	jɔɁ²¹	j ɔ ʔ ²¹		2320	j ɔ ʔ ²¹	j ɔ ʔ ²¹
1111	Kayaw	monkey	jə³³	jə³³	j ə ³³		2320	j ə - ³³	j ə ³³
1406	NorthernPao	monkey	joɁ⁴⁵	joɁ⁴⁵	j o ʔ ⁴⁵		2320	j o ʔ ⁴⁵	j o ʔ ⁴⁵
2271	SouthernPao	monkey	juɁ⁴⁵	juɁ⁴⁵	j u ʔ ⁴⁵		2320	j u ʔ ⁴⁵	j u ʔ ⁴⁵
3121	WesternBwe	monkey	jo¹¹	jo¹¹	j o ¹¹		2320	j o - ¹¹	j o ¹¹
194	ProtoKaren	moon, month	*Ɂlaᴬ	*Ɂlaᴬ	ˀl a ⁵⁵		2328	ˀl a - ⁵⁵	l|l|l|l|l a|a|a|a|a -|-|-|-|- ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
518	Kayah	moon, month	le³³	le³³	l e ³³		2328	l e - ³³	l e ³³
808	Kayan	moon, month	la⁵³	la⁵³	l a ⁵³		2328	l a - ⁵³	l a ⁵³
1112	Kayaw	moon, month	la⁵⁵	la⁵⁵	l a ⁵⁵		2328	l a - ⁵⁵	l a ⁵⁵
1407	NorthernPao	moon, month	la³¹ ̈	la³¹̈	l a ɦ ³¹		2328	l a ɦ ³¹	l a ɦ ³¹
1694	NorthernPwo	moon, month	la⁵⁵	la⁵⁵	l a ⁵⁵		2328	l a - ⁵⁵	l a ⁵⁵
1987	NorthernSgaw	moon, month	la³³	la³³	l a ³³		2328	l a - ³³	l a ³³
2272	SouthernPao	moon, month	la³¹ ̈	la³¹̈	l a ɦ ³¹		2328	l a ɦ ³¹	l a ɦ ³¹
2556	SouthernPwo	moon, month	la³¹ ̈	la³¹̈	l a ɦ ³¹		2328	l a ɦ ³¹	l a ɦ ³¹
2856	SouthernSgaw	moon, month	la⁵⁵	la⁵⁵	l a ⁵⁵		2328	l a - ⁵⁵	l a ⁵⁵
3122	WesternBwe	moon, month	lɛ⁵⁵	lɛ⁵⁵	l ɛ ⁵⁵		2328	l ɛ - ⁵⁵	l ɛ ⁵⁵
195	ProtoKaren	mother, female (of animals)	*məᴮ	*məᴮ	m ə ¹¹		2341	m ə ¹¹	( m ə ¹¹ )
519	Kayah	mother, female (of animals)	mo¹¹	mo¹¹	m o ¹¹		2341	m o ¹¹	m o ¹¹
809	Kayan	mother, female (of animals)	məɨ¹¹	məɨ¹¹	m əɨ ¹¹		2341	m əɨ ¹¹	m əɨ ¹¹
1113	Kayaw	mother, female (of animals)	mə¹¹	mə¹¹	m ə ¹¹		2341	m ə ¹¹	m ə ¹¹
1408	NorthernPao	mother, female (of animals)	mə⁵³	mə⁵³	m ə ⁵³		2341	m ə ⁵³	m ə ⁵³
2273	SouthernPao	mother, female (of animals)	mə⁵⁵	mə⁵⁵	m ə ⁵⁵		2341	m ə ⁵⁵	m ə ⁵⁵
3123	WesternBwe	mother, female (of animals)	- mo³³	-_mo³³	m o ³³		2341	m o ³³	m o ³³
196	ProtoKaren	mouse, rat	*jowᴮ	*jowᴮ	j ou ¹¹		2349	j ou - ¹¹	( j ou ¹¹ )
520	Kayah	mouse, rat	jo¹¹	jo¹¹	j o ¹¹		2349	j o - ¹¹	j o ¹¹
810	Kayan	mouse, rat	Ɉu¹¹	Ɉu¹¹	ɟ u ¹¹		2349	ɟ u - ¹¹	ɟ u ¹¹
1114	Kayaw	mouse, rat	ju¹¹	ju¹¹	j u ¹¹		2349	j u - ¹¹	j u ¹¹
1409	NorthernPao	mouse, rat	ju⁵³	ju⁵³	j u ⁵³		2349	j u - ⁵³	j u ⁵³
1695	NorthernPwo	mouse, rat	jou¹¹	jou¹¹	j ou ɦ ¹¹		2349	j ou ɦ ¹¹	j ou ɦ ¹¹
1988	NorthernSgaw	mouse, rat	jɨ¹¹ ̈	jɨ¹¹̈	j ɨ ɦ ¹¹		2349	j ɨ ɦ ¹¹	j ɨ ɦ ¹¹
2274	SouthernPao	mouse, rat	ju⁵⁵	ju⁵⁵	j u ⁵⁵		2349	j u - ⁵⁵	j u ⁵⁵
2557	SouthernPwo	mouse, rat	jou³³	jou³³	j ou ³³		2349	j ou - ³³	j ou ³³
2857	SouthernSgaw	mouse, rat	jɨ³¹	jɨ³¹	j ɨ ³¹		2349	j ɨ - ³¹	j ɨ ³¹
3124	WesternBwe	mouse, rat	ju¹¹	ju¹¹	j u ³³		2349	j u - ³³	j u ³³
197	ProtoKaren	mynah	*s-raNᴮ	*s-raNᴮ	s ə ⁰ + r a ɴ ¹¹		2363 2362	s ə ⁰ + r a ɴ ¹¹	s|s|s|s|s ə|ə|ə|ə|ə ⁰|⁰|⁰|⁰|⁰ + r|r|r|r|r a|a|a|a|a ɴ|ɴ|ɴ|ɴ|n ¹¹|¹¹|¹¹|¹¹|¹¹
811	Kayan	mynah	raŋ¹¹	raŋ¹¹	r a ŋ ¹¹		2362	r a ŋ ¹¹	r a ŋ ¹¹
1115	Kayaw	mynah	sa¹¹ra¹¹	sa¹¹ra¹¹	s a ¹¹ + r ɔ ¹¹		2363 2362	s a ¹¹ + r ɔ - ¹¹	s a ¹¹ + r ɔ ¹¹
1410	NorthernPao	mynah	ran⁵⁵	ran⁵⁵	r a n ⁵⁵		2362	r a n ⁵⁵	r a n ⁵⁵
2275	SouthernPao	mynah	ran³³	ran³³	r a n ³³		2362	r a n ³³	r a n ³³
3125	WesternBwe	mynah	θə³³rɛ³³	θə³³rɛ³³	θ ə ³³ + r a ³³		2363 2362	θ ə ³³ + r a - ³³	θ ə ³³ + r a ³³
198	ProtoKaren	nail	*hmejᴮ	*hmejᴮ	m̥ ei ¹¹		2372	m̥ ei ¹¹	m|m|m|m|m ei|ei|ei|ei|ei ¹¹|¹¹|¹¹|¹¹|¹¹
521	Kayah	nail	mə¹¹	mə¹¹	m ə ¹¹		2372	m ə ¹¹	m ə ¹¹
812	Kayan	nail	mɨ¹¹	mɨ¹¹	m ɨ ¹¹		2372	m ɨ ¹¹	m ɨ ¹¹
1116	Kayaw	nail	mi¹¹	mi¹¹	m i ¹¹		2372	m i ¹¹	m i ¹¹
1411	NorthernPao	nail	mi⁵⁵	mi⁵⁵	m i ⁵⁵		2372	m i ⁵⁵	m i ⁵⁵
1696	NorthernPwo	nail	mei³³	mei³³	m ei ³³		2372	m ei ³³	m ei ³³
1989	NorthernSgaw	nail	me³¹῀	me³¹῀	m e ³¹		2372	m e ³¹	m e ³¹
2276	SouthernPao	nail	mi³³	mi³³	m i ³³		2372	m i ³³	m i ³³
2558	SouthernPwo	nail	mei⁵⁵	mei⁵⁵	m ei ⁵⁵		2372	m ei ⁵⁵	m ei ⁵⁵
2858	SouthernSgaw	nail	mi⁴⁵’	mi⁴⁵’	m i ⁴⁵		2372	m i ⁴⁵	m i ⁴⁵
3126	WesternBwe	nail	θə⁵⁵mi³³	θə⁵⁵mi³³	θ ə ⁵⁵ + m i ³³		1540 2372	θ ə ⁵⁵ + m i ³³	θ ə ⁵⁵ + m i ³³
199	ProtoKaren	name	*minᴬ	*minᴬ	m i n ⁵⁵		2388	m - i n ⁵⁵	m|m|m|m|m -|-|-|-|- i|i|i|i|i n|n|n|ɴ|ɴ ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
522	Kayah	name	mi¹¹	mi¹¹	m i ¹¹		2388	m - i - ¹¹	m i ¹¹
813	Kayan	name	mjəŋ³³	mjəŋ³³	m j ə ŋ ³³		2388	m j ə ŋ ³³	m j ə ŋ ³³
1117	Kayaw	name	mi³³	mi³³	m i ³³		2388	m - i - ³³	m i ³³
1412	NorthernPao	name	min³³	min³³	m i n ³³		2388	m - i n ³³	m i n ³³
1697	NorthernPwo	name	mãi⁵⁵	mãi⁵⁵	m ãi ⁵⁵		2388	m - ãi - ⁵⁵	m ãi ⁵⁵
1990	NorthernSgaw	name	mi³³	mi³³	m i ³³		2388	m - i - ³³	m i ³³
2277	SouthernPao	name	min⁵³	min⁵³	m i n ⁵³		2388	m - i n ⁵³	m i n ⁵³
2559	SouthernPwo	name	mɛĩ ³¹ ̈	mɛĩ³¹̈	m ɛĩ ³¹		2388	m - ɛĩ - ³¹	m ɛĩ ³¹
2859	SouthernSgaw	name	mi³³	mi³³	m i ³³		2388	m - i - ³³	m i ³³
3127	WesternBwe	name	- mi³³	-_mi³³	m i ³³		2388	m - i - ³³	m i ³³
200	ProtoKaren	narrow	*Ɂjɛnᴮ	*Ɂjɛnᴮ	ʔ j ɛ n ¹¹		2401	ʔ j ɛ n ¹¹	ʔ|ʔ|ʔ|ʔ|ʔ -|-|-|-|- ɛ|ɛ|ɛ|ɛ|ɛ n|n|n|n|ɴ ¹¹|¹¹|¹¹|¹¹|¹¹
523	Kayah	narrow	Ɂi¹¹	Ɂi¹¹	ʔ i ¹¹		2401	ʔ - i - ¹¹	ʔ i ¹¹
814	Kayan	narrow	Ɂjaŋ¹¹	Ɂjaŋ¹¹	ʔ j a ŋ ¹¹		2401	ʔ j a ŋ ¹¹	ʔ j a ŋ ¹¹
1118	Kayaw	narrow	- Ɂi¹¹	-_Ɂi¹¹	ʔ i ¹¹		2401	ʔ - i - ¹¹	ʔ i ¹¹
1413	NorthernPao	narrow	Ɂɛn⁵⁵	Ɂɛn⁵⁵	ʔ ɛ n ⁵⁵		2401	ʔ - ɛ n ⁵⁵	ʔ ɛ n ⁵⁵
1698	NorthernPwo	narrow	Ɂãi³³	Ɂãi³³	ʔ ãi ³³		2401	ʔ - ãi - ³³	ʔ ãi ³³
1991	NorthernSgaw	narrow	Ɂi³¹῀	Ɂi³¹῀	ʔ ĩ ³¹		2401	ʔ - ĩ - ³¹	ʔ ĩ ³¹
2278	SouthernPao	narrow	Ɂɛn³³ ~ Ɂɛm³³	Ɂɛn³³_~_Ɂɛm³³	ʔ ɛ n ³³		2401	ʔ - ɛ n ³³	ʔ ɛ n ³³
2560	SouthernPwo	narrow	Ɂãi⁵⁵	Ɂãi⁵⁵	ʔ ãi ⁵⁵		2401	ʔ - ãi - ⁵⁵	ʔ ãi ⁵⁵
2860	SouthernSgaw	narrow	Ɂi⁴⁵’	Ɂi⁴⁵’	ʔ i ⁴⁵		2401	ʔ - i - ⁴⁵	ʔ i ⁴⁵
201	ProtoKaren	navel, umbilical cord	*Ɂdeᴬ	*Ɂdeᴬ	ˀd e ⁵⁵		2413	ˀd e - ⁵⁵	( ˀd e ⁵⁵ )
524	Kayah	navel, umbilical cord	di³³	di³³	d i ³³		2413	d i - ³³	d i ³³
815	Kayan	navel, umbilical cord	dai⁵³	dai⁵³	d ai ⁵³		2413	d ai - ⁵³	d ai ⁵³
1119	Kayaw	navel, umbilical cord	di³³	di³³	d i ³³		2413	d i - ³³	d i ³³
1414	NorthernPao	navel, umbilical cord	paɁ⁴⁵de³¹ ̈	paɁ⁴⁵de³¹̈	p a ʔ ⁴⁵ + d e ɦ ³¹		2414 2413	p a ʔ ⁴⁵ + d e ɦ ³¹	p a ʔ ⁴⁵ + d e ɦ ³¹
1699	NorthernPwo	navel, umbilical cord	di⁵⁵	di⁵⁵	d i ⁵⁵		2413	d i - ⁵⁵	d i ⁵⁵
1992	NorthernSgaw	navel, umbilical cord	de³³	de³³	d e ³³		2413	d e - ³³	d e ³³
2279	SouthernPao	navel, umbilical cord	de³¹ ̈	de³¹̈	d e ɦ ³¹		2413	d e ɦ ³¹	d e ɦ ³¹
2561	SouthernPwo	navel, umbilical cord	di³¹ ̈	di³¹̈	d i ɦ ³¹		2413	d i ɦ ³¹	d i ɦ ³¹
2861	SouthernSgaw	navel, umbilical cord	de⁵⁵	de⁵⁵	d e ⁵⁵		2413	d e - ⁵⁵	d e ⁵⁵
3128	WesternBwe	navel, umbilical cord	-ɗi⁵⁵mʊ⁵⁵	-ɗi⁵⁵mʊ⁵⁵	ɗ i ⁵⁵ + m ʊ ⁵⁵		2413 2415	ɗ i - ⁵⁵ + m ʊ ⁵⁵	ɗ i ⁵⁵ + m ʊ ⁵⁵
202	ProtoKaren	neck, cheek	*Ɂbɔᴬ *boɁ²	*Ɂbɔᴬ_*boɁ²	ˀb ɔ ⁵⁵ + b o ʔ̚ ²		2429 2	ˀb ɔ - ⁵⁵ + b o ʔ̚ ²	ˀb|ˀb|ˀb|ˀb|ˀb ɔ|ɔ|ɔ|ɔ|ɔ -|-|-|-|- ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁰ + ?b ?o ?ʔ̚ ?²
525	Kayah	neck, cheek	khɛ³³bo³³	khɛ³³bo³³	kʰ ɛ ³³ + b o ³³		2428 2429	kʰ ɛ - ³³ + b o - ³³	kʰ ɛ ³³ + b o ³³
816	Kayan	neck, cheek	kaɁ²¹bɔ⁵³	kaɁ²¹bɔ⁵³	k a ʔ ²¹ + b ɔ ⁵³		2428 2429	k a ʔ ²¹ + b ɔ - ⁵³	k a ʔ ²¹ + b ɔ ⁵³
1120	Kayaw	neck, cheek	ko³³bo⁵⁵	ko³³bo⁵⁵	k o ³³ + b o ⁵⁵		2428 2429	k o - ³³ + b o - ⁵⁵	k o ³³ + b o ⁵⁵
1993	NorthernSgaw	neck, cheek	khɔɁ⁴⁵bo³³	khɔɁ⁴⁵bo³³	kʰ ɔ ʔ ⁴⁵ + b o ³³		2428 2429	kʰ ɔ ʔ ⁴⁵ + b o - ³³	kʰ ɔ ʔ ⁴⁵ + b o ³³
2562	SouthernPwo	neck, cheek	khoɁ²¹bo³¹ ̈	khoɁ²¹bo³¹̈	kʰ o ʔ ²¹ + b o ɦ ³¹		2428 2429	kʰ o ʔ ²¹ + b o ɦ ³¹	kʰ o ʔ ²¹ + b o ɦ ³¹
3129	WesternBwe	neck, cheek	-ɓɔ³³	-ɓɔ³³	ɓ ɔ ³³		2429	ɓ ɔ - ³³	ɓ ɔ ³³
203	ProtoKaren	new	*saNᴬ	*saNᴬ	s a ɴ ⁵⁵		2442	s a ɴ - ⁵⁵	( s a ɴ ⁵⁵ )
526	Kayah	new	se³³	se³³	s ɛ ³³		2442	s ɛ - - ³³	s ɛ ³³
817	Kayan	new	θɨ⁵³	θɨ⁵³	θ a ŋ ⁵³		2442	θ a ŋ - ⁵³	θ a ŋ ⁵³
1121	Kayaw	new	sa⁵⁵	sa⁵⁵	s ɔ ⁵⁵		2442	s ɔ - - ⁵⁵	s ɔ ⁵⁵
1415	NorthernPao	new	sa³¹ ̈	sa³¹̈	s a n ɦ ³¹		2442	s a n ɦ ³¹	s a n ɦ ³¹
1700	NorthernPwo	new	sɛ³̃ ⁵	sɛ³̃⁵	s ɛ̃ ³⁵		2442	s ɛ̃ - - ³⁵	s ɛ̃ ³⁵
1994	NorthernSgaw	new	sɔ³³	sɔ³³	s ɔ ³³		2442	s ɔ - - ³³	s ɔ ³³
2563	SouthernPwo	new	θɔ̃⁵³	θɔ̃⁵³	θ ɔ̃ ⁵³		2442	θ ɔ̃ - - ⁵³	θ ɔ̃ ⁵³
2862	SouthernSgaw	new	sɔ⁵⁵	sɔ⁵⁵	s ɔ ⁵⁵		2442	s ɔ - - ⁵⁵	s ɔ ⁵⁵
3130	WesternBwe	new	θɛ⁵⁵	θɛ⁵⁵	θ a ⁵⁵		2442	θ a - - ⁵⁵	θ a ⁵⁵
818	Kayan	nine	khwi⁵³	khwi⁵³	kʰ w i ⁵³		2454	kʰ w i ⁵³	kʰ w i ⁵³
1122	Kayaw	nine	sɔ³³khi⁵⁵	sɔ³³khi⁵⁵	s ɔ ³³ + kʰ w i ⁵⁵		2455 2454	s ɔ ³³ + kʰ w i ⁵⁵	s ɔ ³³ + kʰ w i ⁵⁵
1416	NorthernPao	nine	kot⁴⁵	kot⁴⁵	k o t ⁴⁵		2456	k o t ⁴⁵	k o t ⁴⁵
1701	NorthernPwo	nine	khwi³⁵	khwi³⁵	kʰ w i ³⁵		2454	kʰ w i ³⁵	kʰ w i ³⁵
1995	NorthernSgaw	nine	khwi³³	khwi³³	kʰ w i ³³		2454	kʰ w i ³³	kʰ w i ³³
2280	SouthernPao	nine	kot⁴⁵	kot⁴⁵	k o t ⁴⁵		2456	k o t ⁴⁵	k o t ⁴⁵
2564	SouthernPwo	nine	khwi⁵³	khwi⁵³	kʰ w i ⁵³		2454	kʰ w i ⁵³	kʰ w i ⁵³
2863	SouthernSgaw	nine	khwi⁵⁵	khwi⁵⁵	kʰ w i ⁵⁵		2454	kʰ w i ⁵⁵	kʰ w i ⁵⁵
3131	WesternBwe	nine	khwi⁵⁵	khwi⁵⁵	kʰ w i ⁵⁵		2454	kʰ w i ⁵⁵	kʰ w i ⁵⁵
3232	ProtoKaren	nine	kʰ.wiᴬ/⁵⁵	kʰ.wiᴬ/⁵⁵	kʰ w i ⁵⁵		2454	kʰ w i ⁵⁵	( kʰ w i ⁵⁵ )
3233	ProtoKaren	nine	Ø/kotᴬ/⁵⁵	Ø/kotᴬ/⁵⁵	k o t ⁵⁵		2456	k o t ⁵⁵	k|k|k|k|k o|o|o|o|o t|t|t|t|t ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵¹
