ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT	STRUCTURE	COGIDS
738	Amawaka	species of heron	haka	haka	h a k a	None	381	h a k a	C V C V	381
735	Chakobo	species of heron	ˈhaka	ˈhaka	h a k a	None	381	h a k a	C V C V	381
732	Kakataibo	species of heron	aka	aka	a k a	None	381	- a k a	V C V	381
734	Kapanawa	species of heron	haka	haka	h a k a	None	381	h a k a	C V C V	381
739	Kaxinawa	species of heron	haka	haka	h a k a	None	381	h a k a	C V C V	381
740	Marinawa	species of heron	ákápórá	ákápórá	a k a	None	381	- a k a	V C V	381
741	Matis	species of heron	aˈka	aˈka	a k a	None	381	- a k a	V C V	381
742	Mayoruna	species of heron	aˈka	aˈka	a k a	None	381	- a k a	V C V	381
731	ProtoPanoan	species of heron	haka	haka	h a k a	None	381	h a k a	C V C V	381
736	Sharanawa	species of heron	akapora	akapora	a k a	None	381	- a k a	V C V	381
733	ShipiboKonibo	species of heron	haka	haka	h a k a	None	381	h a k a	C V C V	381
1422	Amawaka	species of heron	witʃo_I	witʃo_I	w i tʃ o	None	505	w i tʃ o	C V C V	505
1418	Kakataibo	species of heron	βitʃo	βitʃo	β i tʃ o	None	505	β i tʃ o	C V C V	505
1423	Kaxinawa	species of heron	bitʃu	bitʃu	b i tʃ u	None	505	b i tʃ u	C V C V	505
1424	Marinawa	species of heron	ɸitʃo	ɸitʃo	ɸ i tʃ o	None	505	ɸ i tʃ o	C V C V	505
1417	ProtoPanoan	species of heron	βitʃo	βitʃo	β i tʃ o	None	505	β i tʃ o	C V C V	505
1421	Shanenawa	species of heron	fitʃu	fitʃu	f i tʃ u	None	505	f i tʃ u	C V C V	505
1419	Sharanawa	species of heron	ɸitʃo	ɸitʃo	ɸ i tʃ o	None	505	ɸ i tʃ o	C V C V	505
1425	Yawanawa	species of heron	βitʃu	βitʃu	β i tʃ u	None	505	β i tʃ u	C V C V	505
367	Amawaka	species of jaguar	ʔinó	ʔinó	ʔ i n o	None	127	ʔ i n o	C V C V	127
357	Kakataibo	species of jaguar	ʔino	ʔino	ʔ i n o	None	127	ʔ i n o	C V C V	127
359	Kapanawa	species of jaguar	ʔino	ʔino	ʔ i n o	None	127	ʔ i n o	C V C V	127
370	Kaxinawa	species of jaguar	inu	inu	i n u	None	127	- i n u	V C V	127
360	Marubo	species of jaguar	ino	ino	i n o	None	127	- i n o	V C V	127
356	ProtoPanoan	species of jaguar	ʔi[n]o	ʔi[n]o	ʔ i rⁿ o	None	127	ʔ i rⁿ o	C V C V	127
366	Shanenawa	species of jaguar	inu	inu	i n u	None	127	- i n u	V C V	127
364	Sharanawa	species of jaguar	ino	ino	i n o	None	127	- i n o	V C V	127
358	ShipiboKonibo	species of jaguar	ʔino	ʔino	ʔ i n o	None	127	ʔ i n o	C V C V	127
362	Yaminawa	species of jaguar	ino_ɸãɸi	ino_ɸãɸi	i n o	None	127	- i n o	V C V	127
2444	Amawaka	species of jaguar	kámã	kámã	k a m a ∼	None	73	k a m a ∼	C V C V C	73
2436	Chakobo	species of jaguar	kaˈmano	kaˈmano	k a m a n	None	73	k a m a n	C V C V C	73
2434	Kapanawa	species of jaguar	kaman_ʔino	kaman_ʔino	k a m a n	None	73	k a m a n	C V C V C	73
2443	Katukina	species of jaguar	kaˈman	kaˈman	k a m a n	None	73	k a m a n	C V C V C	73
2439	Kaxarari	species of jaguar	kamaˈlu	kamaˈlu	k a m a l	None	73	k a m a l	C V C V C	73
2451	Korubo	species of jaguar	kamun	kamun	k a m u n	None	73	k a m u n	C V C V C	73
2452	Matis	species of jaguar	kamun	kamun	k a m u n	None	73	k a m u n	C V C V C	73
2453	Mayoruna	species of jaguar	ka.ˈmun	ka.ˈmun	k a m u n	None	73	k a m u n	C V C V C	73
2450	Poyanawa	species of jaguar	kãma	kãma	k a m a	None	73	k a m a -	C V C V	73
2431	ProtoPanoan	species of jaguar	kamar	kamar	k a m a r	None	73	k a m a r	C V C V C	73
2442	Shanenawa	species of jaguar	kaman	kaman	k a m a n	None	73	k a m a n	C V C V C	73
2440	Sharanawa	species of jaguar	kaman	kaman	k a m a n	None	73	k a m a n	C V C V C	73
2433	ShipiboKonibo	species of jaguar	kamã́	kamã́	k a m a ∼	None	73	k a m a ∼	C V C V C	73
2449	Yawanawa	species of jaguar	kaman	kaman	k a m a n	None	73	k a m a n	C V C V C	73
6135	Amawaka	species of large tucan	xokɨ	xokɨ	x o k ɨ	II	366	x o k ɨ	C V C V	366
6128	Chakobo	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V	366
6124	Kakataibo	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V	366
6126	Kapanawa	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V	366
6133	Katukina	species of large tucan	ʂukɨ	ʂukɨ	ʂ u k ɨ	None	366	ʂ u k ɨ	C V C V	366
6129	Kaxarari	species of large tucan	ʂukɨ	ʂukɨ	ʂ u k ɨ	None	366	ʂ u k ɨ	C V C V	366
6136	Kaxinawa	species of large tucan	ʂukɨ	ʂukɨ	ʂ u k ɨ	None	366	ʂ u k ɨ	C V C V	366
6137	Marinawa	species of large tucan	ʂókɨ	ʂókɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V	366
6127	Marubo	species of large tucan	ˈʃukɨ	ˈʃukɨ	ʃ u k ɨ	None	366	ʃ u k ɨ	C V C V	366
6134	Poyanawa	species of large tucan	hukɨ	hukɨ	h u k ɨ	None	366	h u k ɨ	C V C V	366
6123	ProtoPanoan	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V	366
6132	Shanenawa	species of large tucan	ʂɨkɨ	ʂɨkɨ	ʂ ɨ k ɨ	None	366	ʂ ɨ k ɨ	C V C V	366
6130	Sharanawa	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V	366
6125	ShipiboKonibo	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366	ʂ o k ɨ	C V C V	366
6138	Yawanawa	species of large tucan	ʂukɨ	ʂukɨ	ʂ u k ɨ	None	366	ʂ u k ɨ	C V C V	366
5862	Amawaka	species of lizard	xɨkɨɨ_I	xɨkɨɨ_I	x ɨ k ɨ	None	346	x ɨ k ɨ -	C V C V	346
5858	Chakobo	species of lizard	ʂɨˈkɨ	ʂɨˈkɨ	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ -	C V C V	346
5855	Kakataibo	species of lizard	ʂɨkɨ́́	ʂɨkɨ́́	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ -	C V C V	346
5857	Kapanawa	species of lizard	ʂɨkɨ́́	ʂɨkɨ́́	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ -	C V C V	346
5863	Kaxinawa	species of lizard	sɨkɨ	sɨkɨ	s ɨ k ɨ	None	346	s ɨ k ɨ -	C V C V	346
5864	Marinawa	species of lizard	ʂɨ́́kɨ	ʂɨ́́kɨ	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ -	C V C V	346
5865	Matis	species of lizard	ʂɨkɨd_kapɨd_wasa	ʂɨkɨd_kapɨd_wasa	ʂ ɨ k ɨ d	None	346	ʂ ɨ k ɨ d	C V C V C	346
5866	Mayoruna	species of lizard	ʂɨˈkɨd	ʂɨˈkɨd	ʂ ɨ k ɨ d	None	346	ʂ ɨ k ɨ d	C V C V C	346
5854	ProtoPanoan	species of lizard	ʂɨkɨCc	ʂɨkɨCc	ʂ ɨ k ɨ tʳ	None	346	ʂ ɨ k ɨ tʳ	C V C V C	346
5856	ShipiboKonibo	species of lizard	ʂɨkɨ́́	ʂɨkɨ́́	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ -	C V C V	346
5860	Yaminawa	species of lizard	ʂɨkɨ	ʂɨkɨ	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ -	C V C V	346
5791	Kaxarari	species of macaw	ʃawaˈlɨ	ʃawaˈlɨ	ʃ a w a l	None	340	ʃ a w a l	C V C V C	340
1813	Amawaka	species of mollusc	tʃanpíʃ	tʃanpíʃ	tʃ a n p i ʃ	None	25	tʃ a n p i ʃ	C V C C V C	25
1810	Kakataibo	species of mollusc	tʃãpíʃ	tʃãpíʃ	tʃ a ∼ p i ʃ	None	25	tʃ a ∼ p i ʃ	C V C C V C	25
1814	Kaxinawa	species of mollusc	tʃãpiʃ	tʃãpiʃ	tʃ a ∼ p i ʃ	None	25	tʃ a ∼ p i ʃ	C V C C V C	25
1809	ProtoPanoan	species of mollusc	tʃãpiʃ	tʃãpiʃ	tʃ a ∼ p i ʃ	None	25	tʃ a ∼ p i ʃ	C V C C V C	25
1815	Yawanawa	species of mollusc	tʃapiʃi	tʃapiʃi	tʃ a p i ʃ	None	25	tʃ a - p i ʃ	C V C V C	25
3667	Amawaka	species of monkey	nãʔi	nãʔi	n a ʔ i	II	174	n a ʔ i -	C V C V	174
3663	Kapanawa	species of monkey	naʔín	naʔín	n a ʔ i n	None	174	n a ʔ i n	C V C V C	174
3666	Katukina	species of monkey	nain	nain	n a i n	None	174	n a - i n	C V V C	174
3665	Kaxarari	species of monkey	naˈli	naˈli	n a l i	None	174	n a l i -	C V C V	174
3668	Kaxinawa	species of monkey	nãi	nãi	n a i	None	174	n a - i -	C V V	174
3669	Marinawa	species of monkey	nãi	nãi	n a i	None	174	n a - i -	C V V	174
3664	Marubo	species of monkey	[ˈnaj̃]	[ˈnaj̃]	n a i	None	174	n a - i -	C V V	174
3670	Mayoruna	species of monkey	ˈnay	ˈnay	n a i	None	174	n a - i -	C V V	174
3661	ProtoPanoan	species of monkey	naʔir	naʔir	n a ʔ i r	None	174	n a ʔ i r	C V C V C	174
3662	ShipiboKonibo	species of monkey	nai	nai	n a i	None	174	n a - i -	C V V	174
5339	Amawaka	species of monkey	riro	riro	r i r o	II	302	r i r o	C V C V	302
5335	Chakobo	species of monkey	ˈriro	ˈriro	r i r o	None	302	r i r o	C V C V	302
5332	Kakataibo	species of monkey	riri	riri	r i r i	None	302	r i r i	C V C V	302
5334	Kapanawa	species of monkey	riro	riro	r i r o	None	302	r i r o	C V C V	302
5340	Kaxinawa	species of monkey	nidu	nidu	n i d u	None	302	n i d u	C V C V	302
5341	Marinawa	species of monkey	ríró	ríró	r i r o	None	302	r i r o	C V C V	302
5343	Mayoruna	species of monkey	dide	dide	d i d e	None	302	d i d e	C V C V	302
5331	ProtoPanoan	species of monkey	ɽiɽo	ɽiɽo	ɽ i ɽ o	None	302	ɽ i ɽ o	C V C V	302
5337	Sharanawa	species of monkey	riro	riro	r i r o	None	302	r i r o	C V C V	302
5333	ShipiboKonibo	species of monkey	riro	riro	r i r o	None	302	r i r o	C V C V	302
5336	Yaminawa	species of monkey	riro	riro	r i r o	None	302	r i r o	C V C V	302
5342	Yawanawa	species of monkey	riru	riru	r i r u	None	302	r i r u	C V C V	302
5588	Amawaka	species of monkey	ʃinó_I	ʃinó_I	ʃ i n o	None	323	ʃ i n o	C V C V	323
5580	Chakobo	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o	C V C V	323
5582	Chaninawa	species of monkey	ʃido	ʃido	ʃ i d o	None	323	ʃ i d o	C V C V	323
5578	Kapanawa	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o	C V C V	323
5586	Katukina	species of monkey	ʃĩˈoʔ	ʃĩˈoʔ	ʃ i ∼ o	None	323	ʃ i ∼ o	C V C V	323
5581	Kaxarari	species of monkey	ʃiluˈa	ʃiluˈa	ʃ i l u	None	323	ʃ i l u	C V C V	323
5589	Kaxinawa	species of monkey	ʃinu	ʃinu	ʃ i n u	None	323	ʃ i n u	C V C V	323
5590	Marinawa	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o	C V C V	323
5579	Marubo	species of monkey	ʂino	ʂino	ʂ i n o	None	323	ʂ i n o	C V C V	323
5587	Poyanawa	species of monkey	ʃĩdu	ʃĩdu	ʃ i ∼.d u	None	323	ʃ i ∼.d u	C V C V	323
5576	ProtoPanoan	species of monkey	ʃiro	ʃiro	ʃ i r o	None	323	ʃ i r o	C V C V	323
5585	Shanenawa	species of monkey	ʂinu	ʂinu	ʂ i n u	None	323	ʂ i n u	C V C V	323
5583	Sharanawa	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o	C V C V	323
5577	ShipiboKonibo	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o	C V C V	323
5591	Yawanawa	species of monkey	ʃinu	ʃinu	ʃ i n u	None	323	ʃ i n u	C V C V	323
5618	Matis	species of monkey	sipi	sipi	s i p i	None	326	s i p i	C V C V	326
6753	Amawaka	species of monkey	wasa_I	wasa_I	w a s a	None	417	w a s a	C V C V	417
6750	Chakobo	species of monkey	wasa	wasa	w a s a	None	417	w a s a	C V C V	417
6747	Kakataibo	species of monkey	βasa	βasa	β a s a	None	417	β a s a	C V C V	417
6749	Kapanawa	species of monkey	wasa	wasa	w a s a	None	417	w a s a	C V C V	417
6754	Kaxinawa	species of monkey	basa	basa	b a s a	None	417	b a s a	C V C V	417
6755	Marinawa	species of monkey	ɸasa	ɸasa	ɸ a s a	None	417	ɸ a s a	C V C V	417
6746	ProtoPanoan	species of monkey	wasa	wasa	w a s a	None	417	w a s a	C V C V	417
6751	Sharanawa	species of monkey	ɸasa	ɸasa	ɸ a s a	None	417	ɸ a s a	C V C V	417
6748	ShipiboKonibo	species of monkey	wasa	wasa	w a s a	None	417	w a s a	C V C V	417
6756	Yawanawa	species of monkey	wasa	wasa	w a s a	None	417	w a s a	C V C V	417
3699	Amawaka	species of mosquito	naká_I	naká_I	n a k a	None	176	n a k a	C V C V	176
3696	Chakobo	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V	176
3692	Kakataibo	species of mosquito	nakwa	nakwa	n a kʷ a	None	176	n a kʷ a	C V C V	176
3694	Kapanawa	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V	176
3700	Kaxinawa	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V	176
3701	Marinawa	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V	176
3695	Marubo	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V	176
3691	ProtoPanoan	species of mosquito	[n]akwa	[n]akwa	rⁿ a kʷ a	None	176	rⁿ a kʷ a	C V C V	176
3697	Sharanawa	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V	176
3693	ShipiboKonibo	species of mosquito	naka	naka	n a k a	None	176	n a k a	C V C V	176
1659	Amawaka	species of otter	wõsĩ	wõsĩ	w o s i ∼	II	10	w o s i ∼	C V C V C	10
1652	Kakataibo	species of otter	βõsime	βõsime	β o s i m	None	10	β o s i m	C V C V C	10
1654	Kapanawa	species of otter	hɨnɨ_βosi	hɨnɨ_βosi	β o s i	None	10	β o s i -	C V C V	10
1660	Marinawa	species of otter	ɸósĩ	ɸósĩ	ɸ o s i ∼	None	10	ɸ o s i ∼	C V C V C	10
1661	Matis	species of otter	bonsen	bonsen	b o s e n	None	10	b o s e n	C V C V C	10
1662	Mayoruna	species of otter	bosen	bosen	b o s e n	None	10	b o s e n	C V C V C	10
1658	Poyanawa	species of otter	βũsĩ	βũsĩ	β u s i ∼	None	10	β u s i ∼	C V C V C	10
1651	ProtoPanoan	species of otter	βõsi[m]	βõsi[m]	β o s i m	None	10	β o s i m	C V C V C	10
1657	Shanenawa	species of otter	fuˈsiʔ	fuˈsiʔ	f u s i ʔ	None	10	f u s i ʔ	C V C V C	10
1655	Sharanawa	species of otter	ɸosi	ɸosi	ɸ o s i	None	10	ɸ o s i -	C V C V	10
1653	ShipiboKonibo	species of otter	βõsĩ	βõsĩ	β o s i ∼	None	10	β o s i ∼	C V C V C	10
1977	Kaxinawa	species of otter	hɨnɨ_inu	hɨnɨ_inu	h ɨ n ɨ i n u	None	38	h ɨ n ɨ - i n u	C V C V V C V	38
4939	Amawaka	species of owl	popó_I	popó_I	p o p o	None	274	p o p o	C V C V	274
4934	Chakobo	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V	274
4930	Kakataibo	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V	274
4932	Kapanawa	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V	274
4938	Katukina	species of owl	pupu	pupu	p u p u	None	274	p u p u	C V C V	274
4935	Kaxarari	species of owl	ˈpupu	ˈpupu	p u p u	None	274	p u p u	C V C V	274
4940	Kaxinawa	species of owl	pupu	pupu	p u p u	None	274	p u p u	C V C V	274
4943	Korubo	species of owl	pupu	pupu	p u p u	None	274	p u p u	C V C V	274
4941	Marinawa	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V	274
4933	Marubo	species of owl	pupu	pupu	p u p u	None	274	p u p u	C V C V	274
4944	Matis	species of owl	pupu	pupu	p u p u	None	274	p u p u	C V C V	274
4945	Mayoruna	species of owl	pupu	pupu	p u p u	None	274	p u p u	C V C V	274
4929	ProtoPanoan	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V	274
4936	Sharanawa	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V	274
4931	ShipiboKonibo	species of owl	popo	popo	p o p o	None	274	p o p o	C V C V	274
4942	Yawanawa	species of owl	puˈpu	puˈpu	p u p u	None	274	p u p u	C V C V	274
1538	Kakataibo	species of palm	βuɾɨ	βuɾɨ	β u ɾ ɨ	None	515	β u - ɾ ɨ -	C V C V	515
1541	Kapanawa	species of palm	βoʔɾɨ́	βoʔɾɨ́	β o ʔ ɾ ɨ	None	515	β o ʔ ɾ ɨ -	C V C C V	515
1545	Kaxinawa	species of palm	budɨ	budɨ	b u d ɨ	None	515	b u - d ɨ -	C V C V	515
1547	Korubo	species of palm	βoɬɨt	βoɬɨt	β o ɬ ɨ t	None	515	β o - ɬ ɨ t	C V C V C	515
1546	Marinawa	species of palm	ɸóɾɨ̃	ɸóɾɨ̃	ɸ o ɾ ɨ ∼	None	515	ɸ o - ɾ ɨ ∼	C V C V C	515
1548	Mayoruna	species of palm	buˈɾɨd	buˈɾɨd	b u ɾ ɨ d	None	515	b u - ɾ ɨ d	C V C V C	515
1537	ProtoPanoan	species of palm	βoʔɽɨ[t]	βoʔɽɨ[t]	β o ʔ ɽ ɨ t	None	515	β o ʔ ɽ ɨ t	C V C C V C	515
1544	Shanenawa	species of palm	ɸuɾɨ	ɸuɾɨ	ɸ u ɾ ɨ	None	515	ɸ u - ɾ ɨ -	C V C V	515
1542	Sharanawa	species of palm	ɸoɾɨ	ɸoɾɨ	ɸ o ɾ ɨ	None	515	ɸ o - ɾ ɨ -	C V C V	515
1540	ShipiboKonibo	species of palm	βorɨ́	βorɨ́	β o r ɨ	None	515	β o - r ɨ -	C V C V	515
2004	Amawaka	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	II	40	h ɨ p ɨ	C V C V	40
2001	Chakobo	species of palm	hɨpɨ-itsa	hɨpɨ-itsa	h ɨ p ɨ	None	40	h ɨ p ɨ	C V C V	40
1997	Kakataibo	species of palm	ɨpɨ	ɨpɨ	ɨ p ɨ	None	40	- ɨ p ɨ	V C V	40
1999	Kapanawa	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ	C V C V	40
2003	Katukina	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ	C V C V	40
2005	Kaxinawa	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ	C V C V	40
2006	Marinawa	species of palm	ɨpɨ	ɨpɨ	ɨ p ɨ	None	40	- ɨ p ɨ	V C V	40
2000	Marubo	species of palm	ɨpɨ	ɨpɨ	ɨ p ɨ	None	40	- ɨ p ɨ	V C V	40
1996	ProtoPanoan	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ	C V C V	40
1998	ShipiboKonibo	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ	C V C V	40
2002	Yaminawa	species of palm	ɨpɨ	ɨpɨ	ɨ p ɨ	None	40	- ɨ p ɨ	V C V	40
4067	Kakataibo	species of palm	nisi	nisi	n i s i	None	205	n i s i	C V C V	205
5849	Amawaka	species of palm	xɨwõ	xɨwõ	x ɨ w o ∼	None	345	x ɨ w o ∼	C V C V C	345
5844	Kakataibo	species of palm	ʂɨβin	ʂɨβin	ʂ ɨ β i n	None	345	ʂ ɨ β i n	C V C V C	345
5846	Kapanawa	species of palm	ʂɨβón	ʂɨβón	ʂ ɨ β o n	None	345	ʂ ɨ β o n	C V C V C	345
5850	Kaxinawa	species of palm	ʂibu	ʂibu	ʂ i b u	None	345	ʂ i b u -	C V C V	345
5851	Marinawa	species of palm	ʂɨ́́ɸõ	ʂɨ́́ɸõ	ʂ ɨ ɸ o ∼	None	345	ʂ ɨ ɸ o ∼	C V C V C	345
5853	Mayoruna	species of palm	ʂɨˈbin	ʂɨˈbin	ʂ ɨ b i n	None	345	ʂ ɨ b i n	C V C V C	345
5843	ProtoPanoan	species of palm	ʂɨβo[n]	ʂɨβo[n]	ʂ ɨ β o rⁿ	None	345	ʂ ɨ β o rⁿ	C V C V C	345
5847	Sharanawa	species of palm	ʂɨɸo	ʂɨɸo	ʂ ɨ ɸ o	None	345	ʂ ɨ ɸ o -	C V C V	345
5845	ShipiboKonibo	species of palm	ʂɨβṍ	ʂɨβṍ	ʂ ɨ β o ∼	None	345	ʂ ɨ β o ∼	C V C V C	345
5852	Yawanawa	species of palm	ʂɨhu	ʂɨhu	ʂ ɨ h u	None	345	ʂ ɨ h u -	C V C V	345
6386	Amawaka	species of palm	tao_I	tao_I	t a o	None	384	t a o - -	C V V	384
6380	Chakobo	species of palm	taˈwawa	taˈwawa	t a o a	None	384	t a o a -	C V V V	384
6376	Kakataibo	species of palm	tɔ́́ɔ́́	tɔ́́ɔ́́	t ɔ ɔ	None	384	t ɔ ɔ - -	C V V	384
6379	Kapanawa	species of palm	tao	tao	t a o	None	384	t a o - -	C V V	384
6385	Katukina	species of palm	tau	tau	t a u	None	384	t a u - -	C V V	384
6387	Kaxinawa	species of palm	tau	tau	t a u	None	384	t a u - -	C V V	384
6390	Korubo	species of palm	tawad	tawad	t a o a d	None	384	t a o a d	C V V V C	384
6388	Marinawa	species of palm	tao	tao	t a o	None	384	t a o - -	C V V	384
6391	Matis	species of palm	tawad	tawad	t a o a d	None	384	t a o a d	C V V V C	384
6375	ProtoPanoan	species of palm	taoaCc	taoaCc	t a o a tʳ	None	384	t a o a tʳ	C V V V C	384
6383	Sharanawa	species of palm	tao	tao	t a o	None	384	t a o - -	C V V	384
6378	ShipiboKonibo	species of palm	taó	taó	t a o	None	384	t a o - -	C V V	384
6381	Yaminawa	species of palm	tao	tao	t a o	None	384	t a o - -	C V V	384
6389	Yawanawa	species of palm	ˈtaw	ˈtaw	t a o	None	384	t a o - -	C V V	384
7196	Amawaka	species of pepper	yotʃi_I	yotʃi_I	j o tʃ i	None	455	j o tʃ i	C V C V	455
7192	Chakobo	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i	C V C V	455
7190	Kapanawa	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i	C V C V	455
7197	Kaxinawa	species of pepper	yutʃi	yutʃi	j u tʃ i	None	455	j u tʃ i	C V C V	455
7198	Marinawa	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i	C V C V	455
7191	Marubo	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i	C V C V	455
7188	ProtoPanoan	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i	C V C V	455
7195	Shanenawa	species of pepper	yutʃi	yutʃi	j u tʃ i	None	455	j u tʃ i	C V C V	455
7193	Sharanawa	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i	C V C V	455
7189	ShipiboKonibo	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i	C V C V	455
1525	Amawaka	species of picapau (Picidae)	wowĩ_I	wowĩ_I	w o i ∼	None	513	w o i ∼	C V V C	513
1518	Chakobo	species of picapau (Picidae)	βoíno	βoíno	β o i n	None	513	β o i n	C V V C	513
1514	Kakataibo	species of picapau (Picidae)	βoĩ	βoĩ	β o i ∼	None	513	β o i ∼	C V V C	513
1516	Kapanawa	species of picapau (Picidae)	βoin	βoin	β o i n	None	513	β o i n	C V V C	513
1524	Katukina	species of picapau (Picidae)	βuin	βuin	β u i n	None	513	β u i n	C V V C	513
1520	Kaxarari	species of picapau (Picidae)	bʊhiˈlʊ	bʊhiˈlʊ	b ʊ i l	None	513	b ʊ i l	C V V C	513
1526	Kaxinawa	species of picapau (Picidae)	bũĩ	bũĩ	b u i ∼	None	513	b u i ∼	C V V C	513
1527	Marinawa	species of picapau (Picidae)	ɸṍĩ	ɸṍĩ	ɸ o i ∼	None	513	ɸ o i ∼	C V V C	513
1517	Marubo	species of picapau (Picidae)	voĩ	voĩ	v o i ∼	None	513	v o i ∼	C V V C	513
1513	ProtoPanoan	species of picapau (Picidae)	βoir	βoir	β o i r	None	513	β o i r	C V V C	513
1523	Shanenawa	species of picapau (Picidae)	fuin	fuin	f u i n	None	513	f u i n	C V V C	513
1521	Sharanawa	species of picapau (Picidae)	ɸoin	ɸoin	ɸ o i n	None	513	ɸ o i n	C V V C	513
1515	ShipiboKonibo	species of picapau (Picidae)	βoĩ	βoĩ	β o i ∼	None	513	β o i ∼	C V V C	513
4383	Amawaka	species of pig	hono	hono	h o n o	II	232	h o n o	C V C V	232
4376	Chakobo	species of pig	hono	hono	h o n o	None	232	h o n o	C V C V	232
4372	Kakataibo	species of pig	õki	õki	o ∼.k i	None	232	- o ∼.k i	V C V	232
4374	Kapanawa	species of pig	hono	hono	h o n o	None	232	h o n o	C V C V	232
4381	Katukina	species of pig	huˈnoʔ	huˈnoʔ	h u n o	None	232	h u n o	C V C V	232
4384	Kaxinawa	species of pig	hunu_yawa	hunu_yawa	h u n u	None	232	h u n u	C V C V	232
4387	Korubo	species of pig	unkin	unkin	u n.k i	None	232	- u n.k i	V C V	232
4385	Marinawa	species of pig	ónó	ónó	o n o	None	232	- o n o	V C V	232
4375	Marubo	species of pig	ˈunu	ˈunu	u n u	None	232	- u n u	V C V	232
4388	Matis	species of pig	unkin	unkin	u n.k i	None	232	- u n.k i	V C V	232
4389	Mayoruna	species of pig	uŋ.ˈkin	uŋ.ˈkin	u ŋ.k i	None	232	- u ŋ.k i	V C V	232
4382	Poyanawa	species of pig	ũdu	ũdu	u ∼.d u	None	232	- u ∼.d u	V C V	232
4371	ProtoPanoan	species of pig	ho[n]o	ho[n]o	h o rⁿ o	None	232	h o rⁿ o	C V C V	232
4380	Shanenawa	species of pig	unu	unu	u n u	None	232	- u n u	V C V	232
4378	Sharanawa	species of pig	ono	ono	o n o	None	232	- o n o	V C V	232
4373	ShipiboKonibo	species of pig	hono	hono	h o n o	None	232	h o n o	C V C V	232
4386	Yawanawa	species of pig	unu	unu	u n u	None	232	- u n u	V C V	232
7096	Amawaka	species of pig	yaa	yaa	j a a	II	446	j a - a	C V V	446
7090	Chakobo	species of pig	yawa	yawa	j a w a	None	446	j a w a	C V C V	446
7091	Chaninawa	species of pig	yawa	yawa	j a w a	None	446	j a w a	C V C V	446
7085	Kakataibo	species of pig	ñɔɔ	ñɔɔ	ɲ ɔ ɔ	None	446	ɲ ɔ - ɔ	C V V	446
